SA1_7DIGITCODE_2016	medianTotalFamilyIncome
4115805	101504
4115806	55224
4115807	91728
4115808	74984
4115809	81588
4115901	53040
4115902	97500
4115903	
4115904	60112
4115905	87048
4115906	72748
4115907	51064
4115908	58500
4115909	42900
4115910	69108
4115911	51168
4115912	62816
4115913	76752
4115914	62088
4115915	68224
4115916	72852
4115917	77428
4115918	83408
4115919	60632
4115920	69316
4115921	72072
4115922	78936
4115923	79612
4115924	68588
4115925	80184
4116001	51428
4116002	50232
4116003	58500
4116004	43316
4116005	63492
4116006	76648
4116007	83824
4116008	84500
4116009	49348
4116010	44824
4116101	76856
4116102	71032
4116103	56836
4116104	53612
4116105	76492
4116106	56316
4116107	65936
4116108	69732
4116109	73892
4116110	86632
4116111	
4116201	99632
4116202	74724
4116203	102648
4116205	82524
4116206	55224
4116207	46384
4116208	60216
4116209	71032
4116210	58968
4116211	71500
4116212	72124
4116213	59540
4116214	81224
4116215	74048
4116216	71968
4116301	63336
4116302	74048
4116303	63544
4116304	59280
4116305	74724
4116306	70668
4116307	70200
4116308	87724
4116309	58500
4116401	49088
4116402	44564
4116403	52728
4116404	69108
4116405	42900
4116406	47788
4116407	75660
4116408	61724
4116409	47528
4116410	57668
4116411	50544
4116412	56628
4116414	49348
4116416	57096
4116417	67340
4116501	55224
4116502	61724
4116503	58500
4116504	82056
4116505	81224
4116506	69836
4116507	104572
4116508	54444
4116509	58916
4116510	73944
4116511	56836
4116512	54964
4116513	59592
4116514	50752
4116515	41288
4116516	65416
4116517	105196
4116518	62088
4116519	55224
4116520	72644
4116521	56576
4116522	54964
4116523	65572
4116524	60840
4116525	
4116526	55640
4116527	75816
4116528	62088
4116529	63336
4116530	58188
4116531	52208
4116532	48516
4116533	50024
4116534	60632
4116535	59748
4116536	59592
4116537	
4116538	70096
4116539	68328
4116540	51064
4116541	48828
4116601	66040
4116602	71500
4116603	58448
4116604	71500
4116605	69316
4116606	70772
4116607	69056
4116608	81224
4116609	79924
4116610	71448
4116701	43576
4116702	51584
4116703	48516
4116704	66612
4116705	56836
4116706	71500
4116707	58812
4116708	57876
4116709	51168
4116710	55068
4116711	
4116712	93340
4116713	59436
4116801	69056
4116802	67808
4116803	75816
4116804	61256
4116805	67288
4116806	82004
4116807	
4116808	68536
4116809	79300
4116810	73112
4116811	81692
4116812	76856
4116813	69316
4116901	54184
4116902	61984
4116903	78676
4116904	53872
4116905	50232
4116906	63336
4116907	50908
4116908	53768
4116909	57200
4116910	76336
4116911	42588
4116912	60632
4116913	70616
4116914	50752
4116915	73892
4116916	56836
4116917	57512
4116918	62816
4117001	50648
4117002	48256
4117003	76076
4117004	60112
4117005	60216
4117006	50232
4117007	69628
4117008	69316
4117009	80184
4117010	69316
4117011	72072
4117012	66040
4117013	41132
4117014	58500
4117015	57044
4117016	40144
4117017	54756
4117018	48672
4117101	75920
4117102	69316
4117103	83200
4117104	111228
4117105	104260
4117106	108680
4117107	105976
4117108	68224
4117109	61724
4117110	97500
4117111	98072
4117112	98124
4117113	98540
4117114	
4117115	102492
4117116	96668
4117117	111488
4117118	110708
4117119	104624
4117120	89752
4117121	100984
4117122	
4117123	116168
4117124	105768
4117125	78260
4117126	98384
4117201	85280
4117202	69940
4117203	75816
4117204	69628
4117205	
4117206	72176
4117207	99112
4117208	59488
4117209	61724
4117210	55692
4117211	75816
4117212	52728
4117213	62504
4117214	78676
4117215	59800
4117216	60424
4117217	85748
4117218	59072
4117219	55640
4117301	51220
4117302	46800
4117303	105040
4117304	100412
4117305	109772
4117306	64220
4117307	91520
4117308	56056
4117309	94640
4117310	64220
4117311	69628
4117312	105196
4117313	80340
4117314	53612
4117315	71500
4117316	73112
4117317	91988
4117318	74412
4117319	59176
4117320	73892
4117321	70772
4117322	117000
4117323	74984
4117324	36504
4117325	63076
4117326	78624
4117327	98332
4117328	79924
4117329	98956
4117330	85384
4117331	40768
4117332	52520
4117333	72644
4117334	111228
4117335	39052
4117401	84500
4117402	81224
4117403	72384
4117404	51272
4117405	70408
4117406	64324
4117407	101660
4117408	87724
4117409	70564
4117410	85592
4117411	63804
4117412	112112
4117413	66612
4117414	84500
4117415	62140
4117416	52520
4117417	87724
4117418	72280
4117419	62972
4117420	97084
4117421	56316
4117422	74256
4117423	48828
4117424	40976
4117425	55536
4117426	79092
4117427	60944
4117428	106860
4117429	96408
4117430	65416
4117431	61412
4117432	60112
4117433	92612
4949999	
4979991	
4979992	
4979993	
5100101	80600
5100102	97500
5100103	57096
5100104	51428
5100105	60892
5100106	
5100107	72956
5100108	
5100109	66976
5100110	80600
5100111	73892
5100112	62244
5100113	58500
5100114	91624
5100115	75504
5100116	
5100202	59748
5100203	108940
5100204	65988
5100205	109564
5100206	54496
5100207	52936
5100209	69628
5100213	74048
5100214	95836
5100216	56316
5100217	68796
5100218	65780
5100219	66300
5100220	73424
5100222	112632
5100223	93600
5100224	86112
5100226	94224
5100227	134316
5100229	86216
5100230	60112
5100231	106600
5100232	79092
5100233	72072
5100234	89752
5100235	58968
5100236	65416
5100237	70772
5100238	75348
5100239	85540
5100240	67756
5100241	67756
5100243	89336
5100244	73788
5100246	87048
5100247	78624
5100249	70668
5100250	103012
5100251	74724
5100252	87724
5100253	90324
5100254	68224
5100255	38948
5100256	63648
5100257	94224
5100258	93600
5100259	86216
5100260	43992
5100261	87724
5100262	70408
5100263	134888
5100264	71500
5100265	40092
5100266	93028
5100267	73944
5100268	91624
5100269	
5100270	163436
5100271	108316
5100272	92248
5100273	82316
5100274	93184
5100275	76336
5100276	87724
5100277	84448
5100278	66248
5100279	67340
5100280	66508
5100281	50752
5100282	73632
5100283	95524
5100301	98748
5100302	109876
5100303	86112
5100304	87724
5100305	95836
5100306	81484
5100307	102336
5100308	97500
5100310	98280
5100311	105976
5100312	81900
5100313	92612
5100314	81224
5100315	95836
5100316	96200
5100317	98384
5100318	86320
5100319	79092
5100320	98748
5100321	117728
5100322	97500
5100323	104884
5100324	97500
5100325	91520
5100326	85748
5100327	102440
5100328	94224
5100401	104780
5100405	115908
5100406	78728
5100407	74048
5100408	68692
5100410	82472
5100411	59540
5100412	98280
5100413	88348
5100414	98384
5100415	71500
5100416	101088
5100417	75192
5100418	88816
5100419	66092
5100420	74048
5100421	100724
5100422	99788
5100423	
5100424	77376
5100425	58500
5100426	73892
5100427	82836
5100502	102024
5100504	80132
5100505	
5100506	37700
5100507	
5100508	72124
5100509	99892
5100510	113412
5100511	81692
5100512	77376
5100513	106444
5100514	95680
5100515	
5100516	107692
5100517	62504
5100518	84864
5100519	107900
5100520	84500
5100521	81692
5100522	80184
5100524	69836
5100525	69836
5100526	82316
5100527	89076
5100528	77012
5100529	71500
5100530	110188
5100531	124488
5100532	87360
5100533	106184
5100534	96096
5100536	91936
5100537	117000
5100538	104572
5100539	103220
5100540	100984
5100541	112112
5100542	106132
5100543	108992
5100544	105612
5100545	109564
5100546	124540
5100547	
5100548	95056
5100549	59384
5100550	117676
5100551	105872
5100701	81692
5100702	83200
5100703	101348
5100704	66092
5100705	81900
5100706	91936
5100707	97500
5100708	91624
5100709	101192
5100710	90220
5100711	88348
5100713	74360
5100714	67964
5100801	78624
5100802	73008
5100803	94900
5100804	89076
5100805	91780
5100806	
5100807	73320
5100808	111800
5100809	68692
5100810	61048
5100811	92300
5100812	62088
5100813	57772
5100814	56316
5100815	65260
5100816	59904
5100901	66300
5100902	64012
5100903	83564
5100904	67184
5100905	76024
5100906	67184
5100907	105872
5100908	62192
5100909	49868
5100910	
5100911	104936
5100912	68692
5100913	72748
5100914	105872
5100915	
5100916	87256
5100917	
5100918	53612
5100920	104624
5100921	
5100922	67600
5100923	114816
5100924	83200
5100925	114816
5100926	123448
5100927	39936
5100928	75452
5100929	62816
5100930	
5100931	104728
5101001	102336
5101002	102024
5101003	110500
5101004	93756
5101005	103168
5101006	73788
5101007	88816
5101101	123448
5101201	72332
5101202	64064
5101203	76648
5101204	82524
5101205	86112
5101206	93444
5101207	84500
5101208	79612
5101209	123448
5101210	99424
5101213	
5101214	80860
5101215	110240
5101216	102544
5101217	87724
5101218	87152
5101219	70876
5101220	84084
5101221	92612
5101222	93340
5101223	
5101224	106600
5101225	102024
5101226	41340
5101227	93028
5101228	110188
5101229	110240
5101230	110812
5101231	54860
5101401	64116
5101402	94900
5101404	75244
5101405	84500
5101406	58448
5101407	67184
5101408	73632
5101409	57408
5101410	118144
5101411	62816
5101412	87724
5101413	56316
5101414	44200
5101415	75816
5101416	101816
5101417	79612
5101418	97500
5101419	102076
5101420	83096
5101421	95836
5101423	62192
5101424	81224
5101425	116376
5101426	99632
5101427	94224
5101501	70668
5101502	81224
5101503	66976
5101504	65832
5101505	87724
5101506	
5101507	74932
5101508	87724
5101509	64324
5101510	57200
5101513	70044
5101514	82316
5101515	80184
5101516	
5101517	88088
5101518	96668
5101519	
5101520	77220
5101521	107068
5101601	117000
5101602	70772
5101603	65728
5101604	105456
5101605	44616
5101606	62816
5101607	93184
5101608	85384
5101609	95836
5101610	
5101611	76076
5101612	50804
5101701	79300
5101702	56732
5101703	73788
5101704	79248
5101705	73840
5101706	61724
5101707	70824
5101708	67184
5101709	52676
5101710	72072
5101711	68900
5101712	67184
5101713	54600
5101714	54704
5101715	55224
5101716	73632
5101717	69316
5101718	72280
5101719	89076
5101801	93444
5101802	85384
5101803	92924
5101804	54184
5101805	79040
5101806	99112
5101807	84500
5101808	95316
5101809	74724
5101810	56316
5101811	72176
5101812	63960
5101813	65520
5101814	57668
5101815	75504
5101816	60632
5101901	71916
5101902	70772
5101903	59956
5101904	91624
5101905	96564
5101906	81224
5101907	54600
5101908	85124
5101909	82472
5101910	104988
5101911	75452
5101912	57200
5101913	60892
5101914	92300
5101915	50492
5101916	65832
5102001	60632
5102002	57408
5102003	91832
5102004	59644
5102005	76648
5102006	66196
5102007	67756
5102008	57772
5102009	61724
5102010	64480
5102011	55692
5102012	81224
5102013	73424
5102014	74360
5102101	72384
5102102	65520
5102103	55484
5102104	88192
5102105	88816
5102106	81224
5102107	100724
5102108	105248
5102109	102440
5102110	
5102111	93184
5102112	52312
5102113	72852
5102114	97500
5102115	65676
5102116	96564
5102117	74724
5102201	59072
5102202	65520
5102203	84500
5102204	88660
5102205	97500
5102206	96200
5102207	59228
5102208	99632
5102209	59384
5102210	54756
5102211	105040
5102212	76492
5102213	70304
5102214	82836
5102215	70772
5102216	65936
5102217	46124
5102218	53092
5102219	109200
5102220	74048
5102301	54444
5102302	80184
5102303	124384
5102304	47996
5102306	47372
5102307	61152
5102308	60372
5102309	105716
5102310	98540
5102311	66872
5102312	73320
5102314	67184
5102315	46800
5102316	47008
5102317	70304
5102318	49348
5102319	52364
5102320	53092
5102321	
5102322	40560
5102323	51376
5102324	79612
5102325	83980
5102326	61984
5102401	109200
5102402	112112
5102403	95836
5102404	81224
5102405	84500
5102406	89856
5102407	83668
5102408	53664
5102409	49556
5102410	124176
5102411	85748
5102412	108732
5102413	62504
5102414	72904
5102415	81224
5102416	102856
5102417	90480
5102418	
5102419	61256
5102420	56472
5102421	113724
5102422	80184
5102423	84500
5102424	105092
5102425	70668
5102426	55224
5102427	110500
5102428	79300
5102429	69784
5102430	72644
5102431	71500
5102432	68224
5102433	93184
5102434	66872
5102436	109408
5102437	63492
5102438	41288
5102439	96668
5102440	99112
5102441	
5102501	66196
5102503	40196
5102504	50492
5102505	92612
5102506	66300
5102507	74048
5102508	53612
5102509	49868
5102510	47424
5102511	52728
5102512	49868
5102513	55900
5102514	53144
5102515	45604
5102516	57356
5102517	51428
5102518	52624
5102519	57564
5102520	54912
5102522	74724
5102523	116324
5102524	
5102525	
5102526	63024
5102601	93184
5102602	104780
5102603	71916
5102604	70668
5102605	74048
5102606	75816
5102607	86112
5102608	70408
5102609	86632
5102611	49348
5102612	51064
5102613	41340
5102614	82316
5102615	81224
5102616	106184
5102617	74984
5102705	72072
5102706	99632
5102707	74464
5102708	108732
5102709	64116
5102710	120224
5102712	96564
5102713	41964
5102716	127972
5102717	100412
5102720	63336
5102721	93184
5102722	92456
5102723	91572
5102724	81224
5102725	122148
5102726	38584
5102727	107952
5102728	150176
5102729	89336
5102730	112008
5102731	112320
5102732	83408
5102733	87360
5102734	106444
5102735	105404
5102736	66300
5102737	97500
5102738	102648
5102739	102336
5102740	101088
5102741	
5102742	81900
5102743	110500
5102744	105872
5102745	109200
5102746	100984
5102747	
5102748	86632
5102749	56836
5102750	80756
5102751	90324
5102801	47944
5102802	48256
5102804	51272
5102805	60788
5102807	73320
5102808	69316
5102809	94588
5102811	72956
5102812	82056
5102813	61724
5102814	59644
5102815	40508
5102816	61256
5102817	55224
5102818	73112
5102819	69472
5102820	53456
5102821	58916
5102822	68900
5102823	
5102824	56316
5102825	85904
5102826	81224
5102827	
5102828	68224
5102829	39416
5102830	131976
5102901	41288
5102904	92872
5102905	81224
5102907	76336
5102909	52520
5102910	57200
5102912	118820
5102913	80860
5102914	49244
5102915	79612
5102916	57408
5102917	75088
5102919	60216
5102920	81224
5102921	123448
5102922	112268
5102923	98280
5102924	65884
5102925	108108
5102926	
5102927	
5102928	110084
5102929	114036
5102930	97500
5102931	87724
5102932	103012
5103001	88348
5103002	171548
5103003	
5103004	
5103005	
5103006	
5103007	185900
5103008	221000
5103009	201968
5103010	182728
5103011	197756
5103012	192088
5103013	206960
5103014	211224
5103015	199732
5103016	209612
5103017	146224
5103018	159224
5103101	186316
5103102	
5103103	183612
5103104	162500
5103105	161200
5103106	187408
5103107	163800
5103108	160732
5103109	204256
5103110	134316
5103111	94224
5103112	141128
5103113	189072
5103114	134316
5103115	131248
5103116	117000
5103117	123448
5103118	172692
5103119	143000
5103120	100048
5103121	144976
5103201	160888
5103202	143000
5103203	187564
5103204	193908
5103205	209872
5103206	169000
5103207	186888
5103208	163436
5103209	206440
5103210	167700
5103211	202956
5103212	195000
5103213	189072
5103214	196820
5103215	161200
5103216	209404
5103217	200980
5103218	203632
5103301	175448
5103302	187564
5103303	208884
5103304	186316
5103305	201448
5103306	178724
5103307	176176
5103308	
5103309	195000
5103310	192816
5103311	160316
5103312	182936
5103313	193544
5103314	166088
5103315	195884
5103316	200720
5103317	174148
5103318	146224
5103319	152724
5103320	159900
5103321	201968
5103322	213200
5103401	185224
5103402	235872
5103403	205192
5103404	199680
5103405	185484
5103406	187200
5103407	155168
5103408	202384
5103409	159900
5103410	210548
5103411	206648
5103412	224692
5103413	108316
5103414	105820
5103415	77376
5103416	158184
5103417	188448
5103418	288860
5103419	173316
5103420	147316
5103421	115232
5103422	165724
5103423	179348
5103424	104780
5103501	242632
5103502	
5103503	197548
5103504	45916
5103505	82628
5103506	73892
5103507	49868
5103508	
5103509	190632
5103510	205192
5103511	153972
5103512	199316
5103513	194272
5103514	183404
5103515	160888
5103516	185536
5103517	176176
5103518	202384
5103519	248612
5103520	215800
5103521	118768
5103522	
5103523	161408
5103524	90948
5103525	166192
5103526	143000
5103527	128076
5103528	236548
5103529	197132
5103530	217100
5103531	227448
5103532	207324
5103533	196040
5103534	172224
5103535	144612
5103536	169000
5103537	159692
5103538	189072
5103539	146692
5103540	176384
5103541	212004
5103601	
5103602	153764
5103603	184184
5103604	227448
5103605	162500
5103606	145860
5103607	
5103608	203060
5103609	209300
5103610	231764
5103611	195000
5103612	173316
5103613	150384
5103614	178048
5103615	158132
5103616	189228
5103617	201448
5103618	175448
5103619	152048
5103620	189436
5103621	123448
5103622	
5103623	157456
5103624	132600
5103625	
5103701	168948
5103801	133692
5103802	127504
5103803	143000
5103804	175448
5103805	151632
5103806	124592
5103807	165256
5103808	164112
5103809	115440
5103810	132600
5103811	157248
5103812	
5103813	164112
5103814	131820
5103815	174720
5103816	183300
5103817	149448
5103818	151060
5103819	157612
5103820	149448
5103821	175448
5103822	175448
5103823	127972
5103824	137488
5103825	154076
5103826	139724
5103827	147836
5103828	157716
5103901	139256
5103902	176176
5103903	109408
5103904	
5103905	121680
5103906	124592
5103907	147680
5103908	112892
5103909	101504
5103910	115596
5103911	120224
5103912	122980
5103913	153348
5103914	97500
5103915	115544
5103916	169000
5103917	127348
5103918	180336
5103919	188500
5103920	158600
5103921	164632
5103922	148720
5103923	126256
5103924	93860
5103925	122460
5103926	169000
5103927	197548
5103928	127348
5103929	141700
5103930	109616
5103931	127348
5103932	125632
5103933	130832
5103934	132548
5103935	116116
5103936	150748
5103937	131820
5103938	152256
5103939	147316
5104001	125320
5104002	128232
5104003	150540
5104004	138632
5104005	122824
