SA1_7DIGITCODE_2016	medianTotalHouseholdIncome
4104310	58188
4104311	50908
4104312	63648
4104313	65468
4104314	65936
4104315	50908
4104316	72956
4104317	51064
4104318	54444
4104319	56420
4104320	57044
4104321	54080
4104323	83096
4104324	53924
4104325	38012
4104326	52520
4104327	46436
4104328	50388
4104329	47840
4104330	94588
4104331	73372
4104332	82836
4104333	84084
4104334	55692
4104335	58500
4104336	61724
4104337	85332
4104338	87516
4104339	36296
4104340	63492
4104341	70824
4104401	79092
4104402	65468
4104403	63752
4104404	61724
4104405	55952
4104406	62816
4104407	62452
4104408	49868
4104409	66872
4104410	46072
4104411	77532
4104412	48516
4104413	53820
4104414	70616
4104415	32344
4104416	70356
4104417	53300
4104418	65260
4104419	64324
4104420	61984
4104421	73736
4104422	71136
4104423	66300
4104424	73216
4104425	67964
4104426	71864
4104427	65936
4104428	68016
4104429	57096
4104430	62088
4104431	62296
4104432	70772
4104433	67704
4104434	47840
4104435	81900
4104436	86788
4104437	71500
4104438	63336
4104601	38220
4104602	37544
4104604	60320
4104605	46072
4104606	48048
4104607	55224
4104608	53456
4104609	37232
4104611	62296
4104612	63440
4104613	46280
4104614	50232
4104615	50752
4104616	53248
4104617	41340
4104618	40716
4104619	42900
4104620	44200
4104621	48984
4104622	49452
4104625	38844
4104626	52936
4104627	63284
4104628	51532
4104629	48048
4104630	
4104632	49816
4104633	50856
4104635	52468
4104636	
4104637	53872
4104638	50648
4104639	46800
4104640	29900
4104641	38064
4104642	68900
4104643	42016
4104644	52416
4104645	38584
4104646	41964
4104701	45604
4104702	36140
4104703	69836
4104704	71500
4104705	116480
4104706	113932
4104707	78624
4104708	73944
4104709	96564
4104710	75972
4104711	53716
4104712	47060
4104713	78676
4104714	73996
4104715	86632
4104716	
4104717	57252
4104718	60372
4104719	45500
4104720	48412
4104721	56784
4104722	51740
4104723	68224
4104724	56004
4104725	45916
4104726	52520
4104727	72852
4104728	51324
4104729	65832
4104730	48984
4104731	60736
4104732	59280
4104733	39988
4104734	61984
4104735	63076
4104736	60476
4104737	39780
4104738	59228
4104739	71136
4104740	38636
4104741	53768
4104742	58968
4104743	55952
4104744	122044
4104801	48412
4104802	
4104803	37700
4104805	45604
4104806	38376
4104807	41080
4104808	45656
4104809	59384
4104811	68796
4104812	60320
4104813	60944
4104814	58916
4104815	53820
4104816	46800
4104817	47632
4104820	60632
4104821	66768
4104822	65416
4104823	41184
4104824	53092
4104825	43420
4104826	48516
4104827	63856
4104829	58500
4104830	58500
4104832	76440
4104833	62608
4104834	59644
4104835	
4104836	97760
4104837	43160
4104838	52780
4104839	86112
4104840	37700
4104841	67860
4104842	72436
4104843	69472
4104844	46800
4104845	54912
4104846	42588
4104847	40768
4104848	87048
4104849	77428
4104901	92248
4104902	81900
4104903	70304
4104904	87048
4104905	69680
4104906	78936
4104907	75244
4104908	66612
4104909	110032
4104910	117988
4104911	112996
4104912	115336
4104913	131872
4104914	
4104915	59332
4104916	111124
4104917	82472
4104918	118820
4104919	71500
4104920	63076
4104921	71500
4104922	92196
4104924	53716
4104925	71500
4104926	121420
4104927	95628
4104928	42276
4104929	68224
4105001	55484
4105002	88608
4105003	70772
4105004	64064
4105005	81900
4105006	104572
4105007	70668
4105008	77636
4105009	90324
4105010	101348
4105011	106808
4105012	74724
4105013	117000
4105014	100724
4105015	88140
4105016	95160
4105017	95316
4105018	60632
4105019	73632
4105020	74724
4105021	75348
4105022	82836
4105023	101816
4105101	84500
4105102	138632
4105103	120224
4105104	74984
4105105	64584
4105106	68900
4105107	110500
4105108	137800
4105109	128648
4105110	111436
4105111	72176
4105112	62348
4105113	108004
4105114	106340
4105115	87984
4105116	69316
4105117	64324
4105118	71500
4105119	94536
4105120	69732
4105121	90116
4105122	98748
4105123	58500
4105124	79456
4105125	72280
4105126	82316
4105127	86320
4105128	75244
4105129	88816
4105201	51168
4105202	61984
4105203	29536
4105204	60632
4105205	75192
4105206	64740
4105207	56316
4105208	62140
4105209	78988
4105210	54496
4105211	
4105212	53768
4105213	49140
4105214	60112
4105215	58968
4105216	87984
4105217	56732
4105218	65832
4105219	56316
4105220	59384
4105221	54184
4105222	
4105223	49660
4105224	
4105225	62816
4105226	52468
4105227	61256
4105228	71968
4105229	34008
4105230	29900
4105231	63596
4105232	59384
4105233	71500
4105234	68224
4105235	48360
4105236	65364
4105237	59956
4105238	64116
4105301	68536
4105302	103324
4105303	82628
4105304	91468
4105305	92092
4105306	91728
4105307	56836
4105308	50648
4105309	65416
4105310	69732
4105311	83720
4105312	84500
4105313	90116
4105314	73476
4105315	80704
4105316	105092
4105317	75452
4105318	78416
4105319	76596
4105320	76752
4105321	69524
4105322	77012
4105323	62244
4105324	90636
4105325	75816
4105326	73528
4105327	80964
4105328	65416
4105329	76076
4105330	73632
4105331	56316
4105332	60840
4105333	78780
4105334	82472
4105335	68224
4105336	99632
4105337	63232
4105338	77584
4105339	70200
4105340	68016
4105341	108940
4105342	67600
4105343	89336
4105344	98904
4105345	69628
4105346	48516
4105347	77324
4105348	48516
4105349	57200
4105401	79820
4105402	81588
4105403	72540
4105404	81432
4105405	91572
4105406	69420
4105407	75816
4105408	69316
4105409	86632
4105410	77324
4105411	63908
4105412	77532
4105413	100100
4105414	73788
4105415	74464
4105416	95056
4105417	
4105418	69004
4105419	73112
4105420	71500
4105421	76492
4105422	79092
4105423	84500
4105424	85332
4105425	79612
4105426	70200
4105427	78468
4105428	79872
4105429	76856
4105430	79040
4105431	61724
4105432	78624
4105433	85280
4105434	92092
4105435	90220
4105436	75920
4105501	69056
4105502	61412
4105503	61828
4105504	51636
4105505	63648
4105506	83824
4105507	100724
4105508	97448
4105509	77116
4105510	73476
4105511	54184
4105512	40820
4105513	54912
4105514	61724
4105515	64064
4105516	77428
4105517	62088
4105518	70044
4105519	61464
4105520	91416
4105521	89492
4105522	89544
4105523	63492
4105524	87724
4105525	70564
4105526	76440
4105527	80444
4105528	73632
4105529	62608
4105530	76336
4105601	85748
4105602	79196
4105603	88192
4105604	84500
4105605	71500
4105606	93132
4105607	67704
4105608	51636
4105609	72904
4105610	65572
4105611	65364
4105612	84500
4105613	81224
4105614	64584
4105615	80444
4105616	58968
4105617	63700
4105618	63232
4105619	71500
4105620	86840
4105621	72904
4105622	79456
4105623	87932
4105624	72956
4105625	70408
4105626	52468
4105627	67184
4105628	102024
4105629	71136
4105630	70876
4105631	72072
4105632	66768
4105701	79196
4105702	119340
4105703	76752
4105704	91468
4105705	94224
4105706	67444
4105707	110968
4105708	56940
4105709	74152
4105710	102960
4105711	91572
4105712	104468
4105713	72748
4105714	34008
4105715	73112
4105716	79456
4105717	72904
4105718	75348
4105719	57720
4105720	73892
4105721	45760
4105722	65936
4105723	78832
4105724	80444
4105725	67600
4105726	95732
4105727	71500
4105728	59696
4105729	53664
4105730	52364
4105731	59904
4105732	66196
4105733	50908
4105734	71136
4105735	51064
4105736	73008
4105737	92872
4105738	61308
4105739	63544
4105740	111800
4105741	92612
4105742	120224
4105743	74412
4105744	63856
4105745	74724
4105746	70408
4105747	62660
4105748	97500
4105749	61152
4105801	59696
4105802	66300
4105803	46644
4105804	52364
4105805	73008
4105806	72956
4105807	65416
4105808	47164
4105809	66924
4105810	58500
4105811	75816
4105812	67756
4105813	64584
4105814	57772
4105815	53196
4105816	57408
4105817	56160
4105818	52936
4105819	48672
4105820	58500
4105821	65468
4105822	56004
4105823	65624
4105824	87724
4105825	83668
4105826	
4105827	53612
4105828	62296
4105829	67184
4105830	70408
4105831	35880
4105832	44200
4105833	
4105901	99268
4105902	119964
4105903	101192
4105904	79612
4105905	85644
4105906	89336
4105907	85280
4105908	83044
4105909	106288
4105910	87412
4105911	
4105912	68224
4105913	73112
4105914	68952
4105915	78364
4105916	89440
4105917	88816
4105918	66768
4105919	81744
4105920	83460
4105921	67860
4105922	53300
4105923	80184
4105924	97500
4105925	82836
4105926	89336
4105927	79612
4105928	87048
4105929	94536
4105930	89024
4105931	100724
4105932	
4105933	104988
4105934	55900
4106001	64116
4106002	71500
4106003	73892
4106004	78572
4106005	84500
4106006	82524
4106007	61464
4106008	88192
4106009	80340
4106010	77220
4106011	75140
4106012	93600
4106013	
4106014	84500
4106015	65468
4106016	96564
4106017	
4106018	69732
4106019	93496
4106020	72852
4106021	118820
4106022	63232
4106023	69472
4106024	
4106025	98540
4106101	36244
4106102	
4106103	64532
4106104	57252
4106105	72904
4106106	65884
4106107	61880
4106108	57616
4106109	47840
4106110	52676
4106111	80288
4106112	76336
4106113	59852
4106114	59384
4106115	38376
4106116	57356
4106117	74048
4106118	52260
4106119	49348
4106120	61984
4106121	64324
4106122	52884
4106123	42692
4106124	34528
4106125	34008
4106126	58812
4106127	50128
4106128	41756
4106129	71760
4106130	65832
4106131	59956
4106132	58084
4106133	43160
4106134	39780
4106135	39052
4106136	117000
4106137	
4106201	87412
4106202	88348
4106203	75348
4106204	63544
4106205	75192
4106206	84500
4106207	92612
4106208	98540
4106209	72020
4106210	58500
4106211	36452
4106212	55692
4106213	48412
4106214	37700
4106215	80184
4106216	36712
4106217	58500
4106218	84500
4106219	88504
4106220	95836
4106221	68224
4106222	73424
4106223	80704
4106224	49712
4106225	62036
4106226	60632
4106227	45396
4106228	48308
4106229	47840
4106230	76180
4106231	
4106232	74152
4106233	67964
4106234	35724
4106235	66300
4106236	51272
4106237	55796
4106301	66092
4106302	68588
4106303	82680
4106304	82732
4106305	69316
4106306	78676
4106307	104884
4106309	98176
4106310	112892
4106311	80756
4106312	89648
4106313	91624
4106314	
4106315	91624
4106316	91832
4106317	83876
4106318	72540
4106319	73840
4106320	80184
4106321	82836
4106322	91676
4106323	79196
4106324	73112
4106325	104416
4106326	96200
4106327	112216
4106401	81900
4106402	61464
4106403	62920
4106404	41964
4106405	74256
4106406	42952
4106407	75452
4106408	74724
4106409	74048
4106410	68432
4106411	64688
4106412	59904
4106413	82316
4106414	55432
4106415	
4106416	70356
4106417	67184
4106418	56316
4106419	76076
4106420	48984
4106421	75140
4106422	59020
4106423	23452
4106424	65884
4106425	48152
4106426	45240
4106427	62660
4106428	56264
4106429	42120
4106430	55328
4106431	
4106432	
4106433	62608
4106501	114816
4106502	121628
4106503	101348
4106504	109200
4106505	73632
4106506	109408
4106507	79508
4106508	79612
4106509	94224
4106510	111436
4106511	109876
4106512	96200
4106513	
4106601	58240
4106602	52520
4106603	69524
4106604	21164
4106605	91624
4106606	86632
4106607	103012
4106608	88348
4106609	79300
4106610	67704
4106611	93756
4106612	78728
4106613	79248
4106614	95732
4106615	75192
4106616	80184
4106617	74724
4106618	69316
4106619	
4106620	55536
4106701	81224
4106702	98748
4106703	98384
4106704	57356
4106705	95056
4106706	85748
4106707	97500
4106708	91572
4106709	108940
4106710	89752
4106711	80964
4106712	104936
4106713	111280
4106714	93444
4106715	128596
4106716	87308
4106717	113256
4106718	44616
4106719	79872
4106720	97500
4106721	83772
4106722	85956
4106723	109408
4106724	132340
4106725	
4106801	78520
4106802	97500
4106803	100256
4106804	39312
4106805	51012
4106806	97448
4106807	68224
4106808	68692
4106809	61724
4106810	65208
4106811	122252
4106812	118820
4106813	73736
4106814	77324
4106815	57044
4106816	120796
4106817	105976
4106818	125216
4106819	86632
4106820	90012
4106821	89856
4106822	100048
4106823	95316
4106824	80184
4106825	79612
4106826	56732
4106827	98384
4106828	104832
4106829	91520
4106830	123448
4106831	81224
4106832	98384
4106833	74984
4106834	97500
4106835	77428
4106901	112268
4106902	98072
4106903	87048
4106904	113984
4106905	79300
4106906	94536
4106907	106860
4106908	80184
4106909	69472
4106910	64116
4106911	122148
4106912	112632
4106913	79872
4106914	84500
4106915	121940
4106916	65728
4106917	75816
4106918	169000
4106919	143000
4106920	107588
4106921	85904
4106922	80808
4106923	95836
4106924	71500
4106925	83980
4106926	85904
4106927	91728
4106928	74412
4106929	96304
4106930	85748
4106931	82316
4106932	
4106933	117000
4106934	106756
4106935	68224
4106936	80444
4106937	111124
4106938	97500
4106939	96564
4107001	63544
4107002	63440
4107003	56576
4107004	61308
4107005	113984
4107006	57980
4107007	101452
4107008	39624
4107009	94224
4107010	74152
4107011	56992
4107012	72748
4107013	55900
4107014	66300
4107015	53612
4107016	61256
4107017	54184
4107018	62088
4107019	45916
4107101	98644
4107102	92092
4107103	53404
4107104	91988
4107105	85124
4107106	78572
4107107	115180
4107108	105612
4107109	106184
4107110	85384
4107111	112632
4107112	107016
4107113	96408
4107114	112476
4107115	50024
4107116	67184
4107117	59488
4107118	66300
4107119	61100
4107120	68952
4107121	74048
4107122	68380
4107123	66196
4107124	68224
4107125	86632
4107126	96668
4107127	73112
4107128	113360
4107129	86320
4107130	
4107131	64168
4107201	49140
4107202	61464
4107209	50232
4107210	52676
4107211	55224
4107212	45760
4107213	48204
4107214	52884
4107215	53664
4107216	89856
4107217	51636
4107218	56940
4107219	59904
4107220	48100
4107221	40300
4107222	78312
4107223	67756
4107224	45396
4107225	46800
4107226	60112
4107227	77480
4107228	60112
4107229	60112
4107230	38636
4107231	81952
4107232	74308
4107233	61724
4107234	65832
4107235	71812
4107236	57148
4107237	55692
4107238	62920
4107239	76336
4107240	48308
4107301	54964
4107302	51584
4107303	46800
4107304	34060
4107305	45032
4107306	25792
4107307	34996
4107308	33280
4107309	31096
4107310	55068
4107311	52260
4107312	
4107313	60944
4107314	57772
4107316	40404
4107317	32396
4107318	41288
4107319	37908
4107320	39676
4107321	53196
4107322	
4107323	39988
4107324	99268
4107325	60008
4107401	
4107402	50492
4107403	46800
4107404	57928
4107405	48360
4107406	44044
4107407	46020
4107408	50024
4107409	49244
4107410	47008
4107411	46540
4107412	
4107413	44564
4107414	50648
4107415	50024
4107416	48828
4107417	43576
4107418	43732
4107419	43680
4107420	50804
4107421	59956
4107422	61100
4107423	58500
4107424	53820
4107425	59332
4107426	51480
4107427	47892
4107501	105248
4107502	89648
4107503	106132
4107504	77064
4107505	99632
4107506	96772
4107507	106860
4107508	84500
4107601	89648
4107602	102544
4107603	95316
4107604	100724
4107605	107692
4107606	124332
4107607	84500
4107608	80444
4107609	109408
4107610	112632
4107701	121056
4107702	117000
4107703	112632
4107704	138632
4107705	81432
4107706	78624
4107707	88816
4107708	83668
4107709	85072
4107710	87308
4107711	90168
4107712	
4107713	87516
4107714	68224
4107715	117000
4107716	84500
4107717	38948
4107718	85176
4107719	92300
4107720	102804
4107721	97500
4107722	89336
4107723	75244
4107724	
4107725	
4107726	114920
4107727	67184
4107801	95316
4107802	59124
4107803	48256
4107804	48984
4107805	45344
4107806	50700
4107807	48672
4107808	55016
4107809	62348
4107810	55120
4107811	86632
4107812	84500
4107813	104572
4107814	99944
4107815	86632
4107816	
4107817	62816
4107818	113984
4107901	40248
4107902	44616
4107903	40092
4107904	37908
4107905	38272
4107906	54704
4107907	40768
4107908	37388
4107909	37024
4107910	60216
4107911	54184
4107912	31616
4107913	45188
4107914	40248
4107915	50388
4107916	51688
4107917	63752
4107918	81588
4107919	55640
4108001	75816
4108002	97448
4108003	60996
4108004	71240
4108005	75920
4108006	68484
4108007	56472
4108008	71500
4108009	69836
4108010	63908
4108011	71500
4108012	73892
4108013	78572
4108014	70668
4108015	74152
4108016	80184
4108017	65936
4108018	99632
4108019	104572
4108020	97032
4108021	82628
4108022	78676
4108023	83668
4108024	72540
4108025	35828
4108026	71500
4108027	100724
4108028	101816
4108029	35308
4108030	66768
4108031	105092
4108032	69316
4108033	74932
4108101	
4108201	24232
4108301	64376
4108302	71500
4108303	57564
4108304	62920
4108305	43212
4108306	97500
4108307	101088
4108308	93808
4108309	87464
4108310	82836
4108311	77116
4108312	57876
4108313	89648
4108314	58500
4108315	72176
4108401	45188
4108402	60216
4108403	55952
4108404	53144
4108405	50232
4108406	58084
4108407	61516
4108408	58812
4108409	62452
4108410	46072
4108411	58968
4108412	82316
4108413	29380
4108414	70512
4108415	64012
4108416	31512
4108417	60736
4108418	64636
4108419	54652
4108420	48256
4108421	52572
4108422	45968
4108423	62556
4108424	53768
4108425	61932
4108426	48256
4108427	59176
4108428	52884
4108429	57564
4108430	47788
4108431	58812
4108432	
4108433	65728
4108434	54600
4108501	52832
4108502	50648
4108503	56472
4108504	50492
4108505	54964
4108506	56108
4108507	53300
4108508	65624
4108509	51220
4108510	40820
4108511	41392
4108512	54808
4108513	35672
4108514	54444
4108515	44928
4108516	40144
4108517	52936
4108518	43836
4108519	49036
4108520	61308
4108521	55432
4108522	60528
4108523	52936
4108601	64116
4108602	45188
4108603	71240
4108604	57096
4108605	63856
4108606	50544
4108607	57824
4108608	71760
4108609	63388
4108610	61724
4108611	53092
4108612	48256
4108613	60944
4108614	57408
4108615	42224
4108616	63752
4108617	72956
4108618	65936
4108619	79196
4108620	65832
4108621	
4108622	71500
